logFC	logCPM	LR	PValue	FDR	geneId
1.048728495	2.180830823	30.68953951	3.03E-08	1.64E-06	AT1G73360
0.628450297	4.963252893	30.59971415	3.17E-08	1.71E-06	AT1G78600
-1.124247342	1.846837152	30.52571782	3.29E-08	1.77E-06	AT2G39370
-0.719190514	6.473517112	30.5028199	3.33E-08	1.79E-06	AT3G63200
0.842143374	2.914938051	30.45695635	3.41E-08	1.83E-06	AT2G34060
-0.654808412	6.173241003	30.45051574	3.42E-08	1.83E-06	AT4G02940
0.70901521	4.916441382	30.4381622	3.45E-08	1.84E-06	AT5G62620
1.048436688	4.749408656	30.32122473	3.66E-08	1.94E-06	AT3G21670
0.586679742	6.109235935	30.16328095	3.97E-08	2.10E-06	AT2G25930
-0.780534159	6.140787286	30.11701415	4.07E-08	2.15E-06	AT4G03210
1.49365443	1.133056941	30.04628438	4.22E-08	2.22E-06	AT2G02000
1.767424316	3.338939744	29.88878836	4.58E-08	2.40E-06	AT5G39080
0.653594522	6.976994002	29.79302935	4.81E-08	2.52E-06	AT3G21070
1.223808099	2.943694939	29.76182615	4.89E-08	2.55E-06	AT3G60390
1.47488535	2.453265445	29.37025693	5.98E-08	3.11E-06	AT4G18210
1.025872427	7.544397721	29.3628072	6.00E-08	3.12E-06	AT3G10960
1.971385679	1.346969874	29.3173264	6.14E-08	3.18E-06	AT4G38140
0.878068885	2.781423756	29.31205186	6.16E-08	3.18E-06	AT2G43500
-0.839871446	4.301057895	29.25144478	6.36E-08	3.28E-06	AT3G50650
0.737488942	3.675784477	29.17847538	6.60E-08	3.39E-06	AT2G29480
-0.970386304	3.316212387	29.15418987	6.68E-08	3.43E-06	AT2G43870
1.880985789	1.175623475	29.02966367	7.13E-08	3.64E-06	AT1G70860
0.656938962	4.436326383	29.00716525	7.21E-08	3.68E-06	AT4G00490
0.879255482	4.297044362	28.92282157	7.53E-08	3.83E-06	AT5G20270
0.832031323	6.574829671	28.84733322	7.83E-08	3.97E-06	AT1G14960
0.8011873	7.956750407	28.65695668	8.64E-08	4.37E-06	AT1G31770
-0.58938391	6.095413977	28.48036688	9.47E-08	4.77E-06	AT4G18670
1.02404465	6.75990024	28.37950375	9.97E-08	5.02E-06	AT4G29905
-0.683357084	5.354659276	28.35756997	1.01E-07	5.06E-06	AT5G61420
-1.140312027	3.454499147	28.33400531	1.02E-07	5.11E-06	AT2G43890
0.86175135	2.798383886	28.33003726	1.02E-07	5.11E-06	AT3G50840
0.74632849	6.421415321	28.30081744	1.04E-07	5.17E-06	AT2G03090
1.120626251	2.451611584	28.27843818	1.05E-07	5.22E-06	AT1G75620
1.100333677	1.859363236	28.26483119	1.06E-07	5.24E-06	AT4G15417
-1.125856572	2.271238441	28.1155419	1.14E-07	5.65E-06	AT5G51920
1.112185128	2.407957735	27.99612871	1.22E-07	5.99E-06	AT1G68290
0.969070434	8.281314536	27.98635015	1.22E-07	6.00E-06	AT2G38750
-0.955056587	2.229903346	27.86152458	1.30E-07	6.39E-06	AT3G20640
-1.917684583	0.705041452	27.75863978	1.37E-07	6.72E-06	AT2G42440
-0.659683316	7.320682158	27.74014972	1.39E-07	6.77E-06	AT3G47340
-0.821384507	3.906271404	27.68575256	1.43E-07	6.94E-06	AT5G49850
-0.633558395	4.289178451	27.67518438	1.43E-07	6.96E-06	AT3G52290
-0.854770743	3.638896125	27.61607726	1.48E-07	7.16E-06	AT5G22890
1.24038976	2.054554878	27.43994293	1.62E-07	7.82E-06	AT3G62930
0.711273945	8.074008745	27.32702341	1.72E-07	8.27E-06	AT4G08850
-0.900733246	5.240601036	27.23857031	1.80E-07	8.64E-06	AT5G05790
-0.753144837	4.469499019	27.22836883	1.81E-07	8.66E-06	AT5G11920
-0.970715314	3.605053601	27.21226791	1.82E-07	8.71E-06	AT2G38640
0.863702608	4.168323994	27.16612691	1.87E-07	8.90E-06	AT5G05860
1.317277193	2.713788159	27.11628054	1.92E-07	9.09E-06	AT1G14630
1.281591911	2.166092103	27.11522284	1.92E-07	9.09E-06	AT5G38450
1.241742671	5.526185448	27.03710986	2.00E-07	9.44E-06	AT1G58340
0.637052012	7.798699576	27.01818292	2.02E-07	9.51E-06	AT5G60890
0.595184292	5.724514622	26.98758588	2.05E-07	9.64E-06	AT2G41380
0.876355819	8.46418825	26.96964422	2.07E-07	9.71E-06	AT1G62975
-0.659143845	4.090484492	26.96501726	2.07E-07	9.71E-06	AT5G12170
0.927895175	2.44861896	26.8681411	2.18E-07	1.02E-05	AT5G51580
-0.878801372	3.521053292	26.69108814	2.39E-07	1.11E-05	AT5G14000
-0.639222331	4.585311783	26.58412755	2.52E-07	1.17E-05	AT1G07640
1.59442272	0.855304975	26.53504788	2.59E-07	1.20E-05	AT2G19050
-0.596996556	6.087574099	26.42407358	2.74E-07	1.27E-05	AT3G12920
-0.61743425	5.023262335	26.34679336	2.85E-07	1.32E-05	AT3G07010
1.073424392	3.752758278	26.31936842	2.89E-07	1.33E-05	AT3G50640
-0.848193886	3.696837989	26.30747058	2.91E-07	1.33E-05	AT2G22122
-0.748703908	6.159566633	26.21296193	3.06E-07	1.40E-05	AT5G48560
-0.745667622	4.823187037	26.15908194	3.14E-07	1.43E-05	AT1G62440
-1.610098508	0.724815785	26.04352071	3.34E-07	1.52E-05	AT5G52710
1.087568733	2.819991722	26.02919204	3.36E-07	1.53E-05	AT4G36870
-0.913757504	2.75182956	26.02537606	3.37E-07	1.53E-05	AT5G60800
-1.503242977	0.816565274	26.01108428	3.39E-07	1.53E-05	AT1G44090
1.201089494	1.606336812	25.99594877	3.42E-07	1.54E-05	AT5G25020
0.857967276	2.873744028	25.99166633	3.43E-07	1.54E-05	AT3G01990
-0.807400103	3.620666608	25.96080642	3.48E-07	1.56E-05	AT3G11370
-1.039343218	3.998440053	25.93402876	3.53E-07	1.58E-05	AT3G19200
1.096899226	4.441545558	25.91236262	3.57E-07	1.59E-05	AT5G27420
1.029288808	3.137542028	25.84848583	3.69E-07	1.64E-05	AT4G40010
-0.756911165	4.737103146	25.82163133	3.74E-07	1.66E-05	AT1G61660
0.838990437	2.522441901	25.79454028	3.80E-07	1.68E-05	AT3G57130
1.375475996	1.036498786	25.73149905	3.92E-07	1.73E-05	AT1G64625
0.787600895	9.088592313	25.71615451	3.96E-07	1.74E-05	AT3G13790
0.694533913	4.355915492	25.70661998	3.97E-07	1.75E-05	AT3G20860
0.748167411	4.771139452	25.69589903	4.00E-07	1.75E-05	AT4G14740
0.606770825	4.814881696	25.65475538	4.08E-07	1.79E-05	AT1G20640
-0.637376503	4.653565112	25.63145286	4.13E-07	1.80E-05	AT4G25260
0.898657322	2.839323405	25.59518048	4.21E-07	1.83E-05	AT5G23940
0.593766339	4.471338572	25.55402923	4.30E-07	1.86E-05	AT3G22550
1.256480187	1.482736085	25.49050104	4.45E-07	1.92E-05	AT1G54120
2.165696041	-0.177921607	25.46336588	4.51E-07	1.94E-05	AT4G35660
-0.769858876	5.426408094	25.4612828	4.51E-07	1.94E-05	AT3G63180
1.399555846	1.013645306	25.18483706	5.21E-07	2.24E-05	AT2G31540
0.705649213	4.81422419	25.16517913	5.26E-07	2.26E-05	AT5G01340
-0.797800695	3.742928904	25.13804023	5.34E-07	2.28E-05	AT3G50010
1.313601327	1.03679659	25.08988845	5.47E-07	2.33E-05	AT1G30280
-1.651692685	2.646359295	25.03264266	5.64E-07	2.39E-05	AT3G26610
-0.935578136	3.98852839	25.03253124	5.64E-07	2.39E-05	AT5G15150
0.769413903	3.334547724	24.87152842	6.13E-07	2.59E-05	AT3G62590
-1.065856522	2.870697284	24.86893998	6.14E-07	2.59E-05	AT3G04530
0.876570658	3.309445104	24.84839874	6.20E-07	2.61E-05	AT2G04110
-0.798981239	5.910572074	24.84712363	6.21E-07	2.61E-05	AT1G54660
0.696587084	4.601411681	24.780384	6.42E-07	2.69E-05	AT1G76952
-0.708797917	3.303640647	24.74457793	6.55E-07	2.74E-05	AT5G10930
-1.185711042	2.946347603	24.63192367	6.94E-07	2.90E-05	AT1G44050
-1.208293272	2.431277524	24.62599713	6.96E-07	2.90E-05	AT2G42430
1.294666369	1.04290589	24.61452901	7.00E-07	2.91E-05	AT1G58320
0.932453041	5.141212135	24.47817707	7.52E-07	3.12E-05	AT3G25770
0.830959554	4.630156055	24.45359149	7.61E-07	3.15E-05	AT1G65730
-1.690864969	0.426637733	24.40098363	7.82E-07	3.23E-05	AT1G44030
-1.03413718	4.136598774	24.37563626	7.93E-07	3.27E-05	AT5G63650
2.295179081	-0.347920339	24.34922624	8.04E-07	3.30E-05	AT5G23270
-0.683899522	4.031641828	24.29215959	8.28E-07	3.40E-05	AT2G27060
-0.759963617	4.776161985	24.26956802	8.38E-07	3.43E-05	AT5G18470
-1.300558014	1.457303033	24.21514313	8.62E-07	3.52E-05	AT3G20590
-0.677759458	3.695482986	24.12766892	9.02E-07	3.67E-05	AT2G47270
0.625642276	5.191602404	24.0608063	9.33E-07	3.80E-05	AT2G31280
-0.779516408	3.369407374	24.04924566	9.39E-07	3.81E-05	AT2G48080
0.602303857	5.069101212	23.97749914	9.75E-07	3.95E-05	AT1G52540
-0.941148862	4.054403346	23.86128203	1.04E-06	4.18E-05	AT2G43820
-0.659029998	5.145112418	23.83401342	1.05E-06	4.24E-05	AT2G46680
0.936490584	2.206739083	23.74021518	1.10E-06	4.44E-05	AT3G45080
-0.744508119	3.619992072	23.67716068	1.14E-06	4.58E-05	AT3G26830
1.006366168	6.223738366	23.63945179	1.16E-06	4.65E-05	AT4G37400
-0.762293861	3.821989105	23.6389806	1.16E-06	4.65E-05	AT5G24100
1.137532509	1.707533149	23.58893227	1.19E-06	4.76E-05	AT3G15250
0.608829283	4.702101515	23.42766549	1.30E-06	5.14E-05	AT4G35510
0.772784076	7.628625405	23.34832827	1.35E-06	5.35E-05	AT5G16010
-0.784948994	4.058406594	23.30040793	1.39E-06	5.46E-05	AT5G53880
0.915644828	2.996897086	23.26899634	1.41E-06	5.54E-05	AT1G77855
0.708096704	4.373580988	23.26530125	1.41E-06	5.54E-05	AT5G39760
0.875036095	6.11720746	23.25786265	1.42E-06	5.55E-05	AT4G27970
-1.02161112	2.18576788	23.14396942	1.50E-06	5.86E-05	AT4G20730
0.638870466	5.014268363	22.98451538	1.63E-06	6.35E-05	AT1G28130
0.609349019	6.53022644	22.96551272	1.65E-06	6.40E-05	AT4G22820
0.804725794	2.989129622	22.93908393	1.67E-06	6.47E-05	AT4G28180
0.763355268	4.075786763	22.91372361	1.69E-06	6.54E-05	AT4G35720
1.159469932	4.184501642	22.87908609	1.73E-06	6.64E-05	AT3G10040
0.605757798	4.683066024	22.8725412	1.73E-06	6.65E-05	AT1G34040
-2.018676896	1.033456451	22.85102594	1.75E-06	6.71E-05	AT3G22540
-1.404270602	0.761217026	22.82106005	1.78E-06	6.80E-05	AT2G02620
1.049314754	9.336125476	22.75241637	1.84E-06	7.02E-05	AT5G47990
1.154048348	3.075664726	22.75216777	1.84E-06	7.02E-05	AT4G08040
1.392645477	0.690709569	22.74836064	1.85E-06	7.02E-05	AT3G02493
1.32124889	2.422549121	22.61955844	1.97E-06	7.48E-05	AT5G52330
0.770770372	5.84995787	22.61540183	1.98E-06	7.48E-05	AT2G34350
-1.227633683	1.016117497	22.58744533	2.01E-06	7.57E-05	AT5G54030
-1.017950143	5.881971989	22.57514739	2.02E-06	7.60E-05	AT2G40970
-0.675262854	3.534897515	22.55561437	2.04E-06	7.67E-05	AT1G31350
-0.699408652	3.961856413	22.54747763	2.05E-06	7.67E-05	AT5G19875
0.662182657	6.330665091	22.54683309	2.05E-06	7.67E-05	AT1G06040
0.594711068	7.666499359	22.54120629	2.06E-06	7.68E-05	AT4G29700
0.87266218	3.106472775	22.48217038	2.12E-06	7.90E-05	AT1G49200
-0.585585429	5.127692824	22.44563299	2.16E-06	8.04E-05	AT2G24260
-0.786361253	3.709663238	22.42504508	2.19E-06	8.11E-05	AT1G18860
1.601007805	0.638134821	22.40958202	2.20E-06	8.16E-05	AT3G49130
-0.88392125	2.847683877	22.35552351	2.27E-06	8.38E-05	AT3G06990
1.569902428	0.446052974	22.26537858	2.37E-06	8.76E-05	AT3G60700
-0.614201403	5.769964593	22.17392495	2.49E-06	9.17E-05	AT1G70710
-0.734865364	6.305572163	22.16674321	2.50E-06	9.19E-05	AT1G69850
0.650396031	3.923290306	22.10522253	2.58E-06	9.47E-05	AT1G67850
-0.624710696	3.467019049	22.09876748	2.59E-06	9.48E-05	AT2G21180
0.835027202	3.437897394	22.09557174	2.59E-06	9.48E-05	AT4G15215
0.623664284	4.375088352	21.96463597	2.78E-06	0.000101127	AT3G14560
-0.733087461	4.713245374	21.93788193	2.82E-06	0.000102352	AT1G23040
1.485028333	0.435838742	21.92952678	2.83E-06	0.000102409	AT1G64940
-0.682155318	3.755324724	21.88983946	2.89E-06	0.000104352	AT3G07000
-0.93775337	3.241241329	21.87075179	2.92E-06	0.000105196	AT1G04610
-0.643919962	4.603497897	21.85502567	2.94E-06	0.000105862	AT2G29460
-0.757905497	3.135757651	21.84279157	2.96E-06	0.000106339	AT3G13810
0.906456844	3.434637451	21.81963816	3.00E-06	0.000107428	AT1G10550
-0.934250791	4.937050473	21.75181234	3.10E-06	0.000111085	AT5G50450
1.152512197	4.594615448	21.74105756	3.12E-06	0.000111501	AT2G37460
-0.651246528	3.141779291	21.69244783	3.20E-06	0.000114149	AT1G79180
1.474794814	1.692981411	21.64447756	3.28E-06	0.000116821	AT1G23160
1.073211612	2.319634886	21.56888541	3.41E-06	0.000121292	AT4G28530
1.045436683	1.670646907	21.54637084	3.45E-06	0.000122496	AT3G61880
-0.739011146	3.036940951	21.53870488	3.47E-06	0.000122759	AT5G45200
0.801932224	6.092175308	21.52685477	3.49E-06	0.000123292	AT5G55050
-0.890597534	6.246516533	21.51068819	3.52E-06	0.000124106	AT3G02910
-1.002571487	3.407254923	21.43745231	3.66E-06	0.0001287	AT5G63660
-1.21577598	2.118111374	21.37352604	3.78E-06	0.000132819	AT4G13300
0.743111196	8.067599778	21.22603727	4.08E-06	0.000143178	AT1G30700
0.84544731	6.068724972	21.19154439	4.16E-06	0.000145511	AT2G26690
-1.334341309	1.744082303	21.16577116	4.21E-06	0.000147212	AT3G27500
-0.606494576	5.083430442	21.16108999	4.22E-06	0.000147302	AT3G59940
-0.771855668	3.316675162	21.15706515	4.23E-06	0.000147343	AT1G70560
-0.643286175	6.84020714	21.0813344	4.40E-06	0.000152356	AT5G02480
-0.640868119	6.042413852	21.07903899	4.41E-06	0.000152356	AT3G10720
-0.849548817	3.829401172	21.00922477	4.57E-06	0.000157725	AT1G54890
0.893265203	6.720636261	20.86239884	4.93E-06	0.000169982	AT1G21110
0.636571864	7.934016835	20.83844	5.00E-06	0.000171812	AT4G35750
-1.095447027	1.366878796	20.81762835	5.05E-06	0.000173377	AT2G45480
-0.619506168	3.74774762	20.77951109	5.15E-06	0.000176546	AT1G75640
-1.137787346	2.627429018	20.74431456	5.25E-06	0.000179499	AT2G39400
0.667869381	4.070979569	20.73847293	5.26E-06	0.000179726	AT5G04220
-0.829658376	3.660139955	20.71826251	5.32E-06	0.000181309	AT1G55110
-0.78525309	2.584343321	20.70652561	5.35E-06	0.000182099	AT4G33160
-0.595547008	4.492737514	20.65605783	5.50E-06	0.00018663	AT5G17760
0.678611868	4.445248943	20.6181362	5.61E-06	0.00018969	AT5G11420
-0.985481355	4.376020862	20.6038462	5.65E-06	0.000190773	AT1G13670
0.963638889	1.705284779	20.55110638	5.81E-06	0.000195756	AT3G18777
-1.217229023	0.936775355	20.53256202	5.86E-06	0.000197314	AT5G50175
1.231946297	1.857265851	20.50977041	5.93E-06	0.000199326	AT3G29635
-0.721825424	6.26775418	20.49143763	5.99E-06	0.000200892	AT3G63010
-1.094512694	5.182806584	20.46544118	6.07E-06	0.000203282	AT3G60530
0.63901742	4.890323724	20.46063856	6.09E-06	0.000203437	AT5G63380
-1.042090574	1.654475011	20.36600386	6.40E-06	0.000213005	AT3G24450
0.606466696	6.755988244	20.34975289	6.45E-06	0.000214448	AT3G13610
-0.609892992	3.992034193	20.33799852	6.49E-06	0.000215021	AT5G44160
0.697865099	4.777438389	20.32522933	6.53E-06	0.000216086	AT3G55840
0.666907988	3.349662646	20.30173775	6.61E-06	0.000218378	AT1G76250
-0.643437936	4.185208004	20.29218827	6.65E-06	0.000219092	AT3G05920
0.775065746	2.634582065	20.27192815	6.72E-06	0.000221043	AT5G11590
0.590341736	6.853127752	20.23706411	6.84E-06	0.000224722	AT4G20320
-1.481254855	1.741629907	20.23338214	6.85E-06	0.000224768	AT4G18650
-0.64431264	5.898272465	20.22128048	6.90E-06	0.000225694	AT4G30350
-0.7044118	3.889817623	20.21759159	6.91E-06	0.000225694	AT3G26240
0.655495943	3.61984488	20.21570317	6.92E-06	0.000225694	AT1G31814
-0.875199861	3.584857628	20.13270598	7.23E-06	0.0002349	AT1G71970
-0.857405827	3.73802848	20.12712402	7.25E-06	0.000235187	AT1G31050
0.610676887	4.11720364	20.10703566	7.32E-06	0.000236866	AT2G37980
-1.241068192	1.469624862	19.99786099	7.75E-06	0.000249936	AT1G60130
0.593756825	3.799602026	19.8436354	8.40E-06	0.000270477	AT2G31730
-1.194605078	4.087742874	19.80625783	8.57E-06	0.000274633	AT3G23550
-0.603183162	6.977885818	19.80485598	8.58E-06	0.000274633	AT2G44670
-0.889125418	2.909812614	19.79718853	8.61E-06	0.000275276	AT3G12830
-0.741925079	2.66735737	19.77864365	8.69E-06	0.000277496	AT3G05390
-0.907415297	2.317144514	19.75746841	8.79E-06	0.000279408	AT1G55430
0.80488423	3.718840872	19.57090052	9.69E-06	0.000307313	AT4G10500
-0.979924479	6.128612635	19.5373476	9.87E-06	0.000311209	AT2G25790
0.867860344	1.935413736	19.534013	9.88E-06	0.00031124	AT3G15358
-0.849928527	2.790701723	19.52439164	9.93E-06	0.000312297	AT3G60490
1.127210333	2.901760782	19.47866346	1.02E-05	0.000319338	AT4G20000
-0.589616142	4.71601579	19.42875232	1.04E-05	0.000327255	AT2G02630
-0.683263781	6.053924099	19.38480926	1.07E-05	0.000334324	AT1G32700
-0.782604249	2.914236055	19.34435524	1.09E-05	0.000340924	AT4G31470
-0.612991016	3.86928586	19.33800971	1.10E-05	0.000341501	AT3G07540
-0.778656472	3.609518738	19.31065975	1.11E-05	0.000345863	AT3G62690
1.351081622	0.690340951	19.29565905	1.12E-05	0.000348025	AT1G10220
-0.594223399	5.14011085	19.24726376	1.15E-05	0.00035638	AT2G36950
-0.770828973	2.843377767	19.17452932	1.19E-05	0.000367889	AT1G10070
-0.655914647	3.128868632	19.17352892	1.19E-05	0.000367889	AT1G13590
0.809275767	2.336786995	19.17115628	1.20E-05	0.000367889	AT2G37580
-1.129835008	1.640691495	19.16163998	1.20E-05	0.000369133	AT1G52700
0.674108216	4.204089834	19.15807252	1.20E-05	0.00036923	AT5G01840
0.823131218	8.139536021	19.13117591	1.22E-05	0.000372906	AT3G29250
0.918247256	1.955419794	19.13080299	1.22E-05	0.000372906	AT5G64110
0.743738253	9.360619136	19.12999265	1.22E-05	0.000372906	AT1G78850
0.888336658	3.067104335	19.07031266	1.26E-05	0.000384138	AT3G03470
1.086803108	1.125350079	19.02481476	1.29E-05	0.000392155	AT1G78440
0.879420694	2.976366245	18.99497437	1.31E-05	0.000397704	AT4G34810
-1.233411298	1.319093864	18.98077662	1.32E-05	0.000400039	AT3G27473
-0.85991167	5.360885012	18.93224352	1.35E-05	0.000409049	AT2G35270
1.170585349	4.01083281	18.91528856	1.37E-05	0.000411401	AT2G17660
-1.085375471	2.315560038	18.87363948	1.40E-05	0.000419821	AT4G01770
-0.630461576	3.662508818	18.84863567	1.42E-05	0.000424692	AT2G32390
-0.752421998	4.446202473	18.8399157	1.42E-05	0.00042597	AT3G63110
-0.630307975	5.606933382	18.81097608	1.44E-05	0.00043113	AT1G08430
-0.861504636	2.7923291	18.79299301	1.46E-05	0.000434536	AT1G48330
-0.680065385	5.522733282	18.77015223	1.47E-05	0.000439086	AT3G14280
0.985585534	3.681668671	18.74391296	1.49E-05	0.000443883	AT1G21670
0.605613445	3.170947443	18.74349866	1.50E-05	0.000443883	AT1G18330
1.212767171	0.940367713	18.72772718	1.51E-05	0.00044626	AT2G29410
0.726986582	2.714376654	18.72740239	1.51E-05	0.00044626	AT1G08310
0.62179375	4.710709371	18.71419838	1.52E-05	0.000448666	AT1G65690
-0.80112959	3.781571622	18.66254539	1.56E-05	0.000459566	AT2G44340
0.802543807	2.514827423	18.60620908	1.61E-05	0.000471894	AT5G40860
-0.596113863	4.1674135	18.58845387	1.62E-05	0.000475579	AT1G50420
-0.807059448	2.081630427	18.50186992	1.70E-05	0.000495401	AT5G44210
-1.235558281	3.721973727	18.49719168	1.70E-05	0.000495861	AT2G28160
-0.949364842	1.939145878	18.45298725	1.74E-05	0.000506725	AT4G28790
-0.709462107	3.258484745	18.42653084	1.77E-05	0.000512249	AT5G39050
-0.68144248	3.020375678	18.42283204	1.77E-05	0.000512467	AT1G50580
0.749972067	3.161414291	18.40471827	1.79E-05	0.000515798	AT2G43200
-0.753511316	5.858541712	18.38007431	1.81E-05	0.000521725	AT5G09440
-0.667172972	4.598800384	18.36541832	1.82E-05	0.000523102	AT3G18170
-0.816988604	3.681384894	18.36198061	1.83E-05	0.000523102	AT5G53830
-0.62602467	4.191441866	18.36073799	1.83E-05	0.000523102	AT3G25640
1.315981806	0.524793747	18.33627619	1.85E-05	0.000529069	AT1G63580
-0.75640822	2.615605015	18.13907113	2.05E-05	0.000585906	AT1G06180
0.649898675	4.107944932	18.12836609	2.07E-05	0.000588331	AT1G56020
0.938767628	4.156148289	18.08837214	2.11E-05	0.000598145	AT1G21130
0.617445737	6.001799051	18.08394552	2.11E-05	0.000598649	AT4G23420
-0.724366584	2.981109022	18.0336287	2.17E-05	0.000613772	AT5G46590
1.24466708	0.641408439	17.99124596	2.22E-05	0.000626663	AT1G07050
0.674105334	2.650877783	17.93040432	2.29E-05	0.000645111	AT1G12730
0.654918106	3.011169797	17.77353179	2.49E-05	0.000697464	AT2G17525
-1.45897028	0.439294777	17.68358072	2.61E-05	0.000729098	AT3G11402
0.686407998	2.79496538	17.6470138	2.66E-05	0.000742165	AT4G35900
-1.065984927	1.753146041	17.61160951	2.71E-05	0.000753757	AT5G05900
0.80374636	2.149615647	17.60922673	2.71E-05	0.000753757	AT5G05090
0.610495823	3.78321478	17.58357999	2.75E-05	0.000762883	AT3G12977
-1.287836821	0.593120614	17.58049084	2.75E-05	0.000763015	AT4G14380
0.775798659	4.712184528	17.55033724	2.80E-05	0.00077409	AT2G02990
0.78828203	2.347506518	17.50208626	2.87E-05	0.000792838	AT5G62380
1.209435464	1.399083516	17.48332508	2.90E-05	0.000799545	AT4G16008
0.634670869	5.519405054	17.48006135	2.90E-05	0.000799765	AT2G40460
0.602869858	3.960324075	17.45749886	2.94E-05	0.000808149	AT3G13480
-1.218679001	1.731524312	17.40141636	3.03E-05	0.000831151	AT1G44020
1.144497562	2.555035349	17.35483182	3.10E-05	0.000850552	AT3G56080
0.681470822	5.33760879	17.33886513	3.13E-05	0.0008565	AT2G28250
1.176651759	4.050837216	17.31055261	3.17E-05	0.000868112	AT5G02090
0.713632363	3.166641318	17.2922282	3.20E-05	0.000875272	AT3G22060
-0.719404275	2.834905116	17.27867602	3.23E-05	0.000879025	AT2G42140
0.747104051	8.927801886	17.23196253	3.31E-05	0.000898345	AT5G48000
-0.870108586	2.321984328	17.16155041	3.43E-05	0.000930215	AT1G64670
0.840630123	4.64175318	17.15513987	3.44E-05	0.00093145	AT2G21560
-0.692522151	2.941590085	17.15229391	3.45E-05	0.000931529	AT5G61550
0.733643178	2.29230267	17.13324998	3.48E-05	0.000939492	AT4G32295
-0.622738057	5.308689616	17.13076651	3.49E-05	0.000939492	AT3G54820
-1.453064119	0.184731203	17.11034432	3.53E-05	0.000948313	AT1G19968
0.714899155	2.759789582	17.07984988	3.58E-05	0.000961995	AT1G49560
0.641193329	7.189644623	17.07514217	3.59E-05	0.000961995	AT4G34260
1.36272459	1.902580062	17.03894249	3.66E-05	0.00097659	AT1G13500
-1.032830412	1.539463422	16.98332413	3.77E-05	0.00100403	AT5G03552
1.212854742	0.700997812	16.97255683	3.79E-05	0.001008336	AT1G23210
-1.203315599	2.730254076	16.93632249	3.87E-05	0.001026339	AT2G40750
-0.765360207	2.587823653	16.91638582	3.91E-05	0.001034302	AT3G60550
1.152319175	0.955967975	16.90933911	3.92E-05	0.001036713	AT3G09400
0.817892666	4.81061594	16.88466959	3.97E-05	0.001048824	AT2G22930
-0.5968969	4.480149442	16.87539398	3.99E-05	0.001052508	AT5G27000
0.622578294	7.080527905	16.79212205	4.17E-05	0.001096692	AT3G44550
-0.973626766	1.90070211	16.76912803	4.22E-05	0.001108538	AT5G23030
-1.088473514	0.952855464	16.74727257	4.27E-05	0.001117401	AT3G44705
-0.966216749	1.920190368	16.74438863	4.28E-05	0.001117401	AT3G05980
0.747717156	2.49974715	16.7202468	4.33E-05	0.001129709	AT1G33440
0.653594033	4.729390975	16.71616177	4.34E-05	0.001130602	AT5G61010
1.134295033	0.998206834	16.70977789	4.36E-05	0.001132869	AT5G20810
0.617038615	3.185838495	16.65875822	4.47E-05	0.00115902	AT1G66190
0.640370205	5.947682315	16.6248384	4.56E-05	0.001178336	AT3G55740
-0.68788673	4.601981053	16.58667016	4.65E-05	0.001199044	AT3G04810
0.683560931	2.792027544	16.57191063	4.68E-05	0.001205557	AT2G31585
-1.176949052	4.910471498	16.53791432	4.77E-05	0.001223666	AT2G45050
-0.838563276	4.678431169	16.47072339	4.94E-05	0.001264413	AT2G28110
0.752748981	4.293696649	16.4486698	5.00E-05	0.001277497	AT3G18950
-0.859255978	5.365103439	16.44476772	5.01E-05	0.00127842	AT2G15320
-0.607868646	4.012774885	16.44112429	5.02E-05	0.001279172	AT3G57400
0.800738152	9.340171553	16.34943082	5.27E-05	0.001339003	AT5G48010
-1.427200632	0.2252021	16.29177906	5.43E-05	0.001378532	AT1G63410
0.591385912	5.238294964	16.28089009	5.46E-05	0.001384637	AT5G23280
-0.672093251	3.726417857	16.26003974	5.52E-05	0.001398104	AT5G22940
0.665197468	6.157965007	16.16984261	5.79E-05	0.001462406	AT2G26290
-0.63027717	4.741994109	16.10919185	5.98E-05	0.001502057	AT5G24580
-0.612520773	4.341309912	16.00842742	6.31E-05	0.001575869	AT2G28120
-0.694440372	3.360856815	15.92808928	6.58E-05	0.001639899	AT5G67160
0.633986472	2.999204123	15.90677462	6.65E-05	0.001654158	AT3G18770
0.999584107	1.868398877	15.84192493	6.89E-05	0.001704714	AT4G01890
-0.602580335	3.673957375	15.83998231	6.89E-05	0.001704714	AT1G31650
0.58818438	3.472910033	15.78473703	7.10E-05	0.001752954	AT4G35840
-0.977865207	2.487630954	15.69177756	7.45E-05	0.00183478	AT4G25760
-1.046787245	4.150961505	15.6421192	7.65E-05	0.0018781	AT5G50760
-0.838693514	6.685094759	15.58034496	7.91E-05	0.001935499	AT1G29025
-0.592281014	3.547960601	15.56863607	7.96E-05	0.001945033	AT3G45840
0.698631209	2.341739328	15.55025899	8.03E-05	0.001961522	AT4G21310
-0.881583665	1.994195819	15.47067317	8.38E-05	0.002040657	AT1G58420
0.869827079	5.956969187	15.46405766	8.41E-05	0.002045207	AT2G01880
0.637684148	3.36478786	15.32430694	9.05E-05	0.002185516	AT1G53625
0.98198761	3.462677685	15.30940545	9.13E-05	0.002200046	AT2G02950
-0.76141548	2.535897956	15.28732868	9.23E-05	0.002220309	AT2G22890
0.801154086	4.286267389	15.27045801	9.32E-05	0.002237414	AT2G44010
-1.090302387	2.390215119	15.26059446	9.36E-05	0.002246307	AT4G30420
